LAT,LON,TYPE,NAME,COUNTRY,CITY,IATA
60.25460052,25.0428009,MED,Helsinki Malmi Airport,FI,Helsinki,HEM
60.31719971,24.9633007,LAR,Helsinki Vantaa Airport,FI,Helsinki,HEL
-51.68569946,-57.77759933,MED,Port Stanley Airport,FK,Stanley,PSY
47.268902,5.09,MED,Dijon-Bourgogne Airport,FR,Dijon/Longvic,DIJ
44.9216,4.9699,MED,Valence-Chabeuil Airport,FR,Valence/Chabeuil,VAF
48.5378,-2.85444,MED,Saint-Brieuc-Armor Airport,FR,Saint-Brieuc/Armor,SBK
49.096667,2.040833,MED,Pontoise - Cormeilles-en-Vexin Airport,FR,Cormeilles-en-Vexin,POX
43.542,6.95348,MED,Cannes-Mandelieu Airport,FR,Cannes/Mandelieu,CEQ
47.43220139,0.727605999,MED,Tours-Val-de-Loire Airport,FR,Tours/Val de Loire (Loire Valley),TUF
48.53829956,7.628230095,MED,Strasbourg Airport,FR,Strasbourg,SXB
48.06949997,-1.734789968,MED,Rennes-Saint-Jacques Airport,FR,Rennes/Saint-Jacques,RNS
47.15319824,-1.610730052,MED,Nantes Atlantique Airport,FR,Nantes,NTE
48.98210144,6.251319885,MED,Metz-Nancy-Lorraine Airport,FR,Metz / Nancy,ETZ
45.8628006,1.179440022,MED,Limoges Airport,FR,Limoges/Bellegarde,LIG
50.563332,3.086886,MED,Lille-Lesquin Airport,FR,Lille/Lesquin,LIL
45.08069992,3.7628901,MED,Le Puy-Loudes Airport,FR,Le Puy/Loudes,LPY
49.53390121,0.088055998,MED,Le Havre Octeville Airport,FR,Le Havre/Octeville,LEH
48.9693985,2.441390038,MED,Paris-Le Bourget Airport,FR,Paris,LBG
49.36529922,0.154305995,MED,Deauville-Saint-Gatien Airport,FR,Deauville,DOL
45.7867012,3.169169903,MED,Clermont-Ferrand Auvergne Airport,FR,Clermont-Ferrand/Auvergne,CFE
43.2159996,2.306319952,MED,Carcassonne Airport,FR,Carcassonne/Salvaza,CCF
42.5244444,8.7930556,MED,Calvi-Sainte-Catherine Airport,FR,Calvi/Sainte-Catherine,CLY
43.4683333,-1.5311111,MED,Biarritz-Anglet-Bayonne Airport,FR,Biarritz/Anglet/Bayonne,BIQ
42.55270004,9.483730316,MED,Bastia-Poretta Airport,FR,Bastia/Poretta,BIA
43.90729904,4.901830196,MED,Avignon-Caumont Airport,FR,Avignon/Caumont,AVN
44.89139938,2.421940088,MED,Aurillac Airport,FR,Aurillac,AUR
45.9308333,6.1063889,MED,Annecy-Haute-Savoie-Mont Blanc Airport,FR,Annecy/Meythet,NCY
44.17470169,0.590556026,MED,Agen-La Garenne Airport,FR,Agen/La Garenne,AGF
49.012798,2.55,LAR,Charles de Gaulle International Airport,FR,Paris,CDG
43.629101,1.36382,LAR,Toulouse-Blagnac Airport,FR,Toulouse/Blagnac,TLS
48.7233333,2.3794444,LAR,Paris-Orly Airport,FR,Paris,ORY
43.43927192,5.221424103,LAR,Marseille Provence Airport,FR,Marseille,MRS
47.59,7.5291667,LAR,EuroAirport Basel-Mulhouse-Freiburg Airport,FR,Mulhouse,BSL
45.725556,5.081111,LAR,Lyon Saint-Exupary Airport,FR,Lyon,LYS
43.65840149,7.215869904,LAR,Nice-Ca´te d'Azur Airport,FR,Nice,NCE
44.82830048,-0.715556026,LAR,Bordeaux-Mrignac Airport,FR,Bordeaux/Macrignac,BOD
0.458600014,9.412280083,MED,Libreville Leon M'ba International Airport,GA,Libreville,LBV
49.91329956,-6.291669846,MED,St. Mary's Airport,GB,St. Mary's,ISC
53.745098,-2.88306,MED,Warton Airport,GB,Warton,WRT
56.49919891,-6.869170189,MED,Tiree Airport,GB,Balemartine,TRE
51.6053009,-4.067830086,MED,Swansea Airport,GB,Swansea,SWS
50.835602,-0.297222,MED,Shoreham Airport,GB,Brighton,ESH
52.35720062,-0.107832998,MED,RAF Wyton,GB,St. Ives,QUY
51.5530014,-0.418166995,MED,RAF Northolt,GB,London,NHT
52.91999817,-1.079169989,MED,Nottingham Airport,GB,Nottingham,NQT
51.505299,0.055278,MED,London City Airport,GB,London,LCY
51.3307991,0.032499999,MED,London Biggin Hill Airport,GB,London,BQH
50.95610046,0.939167023,MED,Lydd Airport,GB,Lydd Ashford,LYX
58.95780182,-2.904999971,MED,Kirkwall Airport,GB,Orkney Islands,KOI
55.68190002,-6.256669998,MED,Islay Airport,GB,Port Ellen,ILY
53.57440186,-0.350832999,MED,Humberside Airport,GB,Grimsby,HUY
51.89419937,-2.167220116,MED,Gloucestershire Airport,GB,Staverton,GLO
55.50939941,-4.586669922,MED,Glasgow Prestwick Airport,GB,Glasgow,PIK
51.2757988,-0.776332974,MED,Farnborough Airport,GB,Farnborough,FAB
54.50920105,-1.429409981,MED,Durham Tees Valley Airport,GB,Durham,MME
52.36970139,-1.479719996,MED,Coventry Airport,GB,Coventry,CVT
54.9375,-2.809170008,MED,Carlisle Airport,GB,Carlisle,CAX
52.205002,0.175,MED,Cambridge Airport,GB,Cambridge,CBG
51.4706,-0.461941,LAR,London Heathrow Airport,GB,London,LHR
51.148102,-0.190278,LAR,London Gatwick Airport,GB,London,LGW
50.95029831,-1.35679996,LAR,Southampton Airport,GB,Southampton,SOU
55.03749847,-1.691669941,LAR,Newcastle Airport,GB,Newcastle,NCL
53.35369873,-2.274950027,LAR,Manchester Airport,GB,Manchester,MAN
51.88499832,0.234999999,LAR,London Stansted Airport,GB,London,STN
51.87469864,-0.368333012,LAR,London Luton Airport,GB,London,LTN
53.33359909,-2.849720001,LAR,Liverpool John Lennon Airport,GB,Liverpool,LPL
53.86589813,-1.660570025,LAR,Leeds Bradford Airport,GB,Leeds,LBA
55.87189865,-4.433060169,LAR,Glasgow International Airport,GB,Glasgow,GLA
54.61809921,-5.872499943,LAR,George Best Belfast City Airport,GB,Belfast,BHD
55.95000076,-3.372499943,LAR,Edinburgh Airport,GB,Edinburgh,EDI
52.83110046,-1.328060031,LAR,East Midlands Airport,GB,Nottingham,EMA
51.39670181,-3.343329906,LAR,Cardiff International Airport,GB,Cardiff,CWL
51.382702,-2.71909,LAR,Bristol Airport,GB,Bristol,BRS
52.45389938,-1.748029947,LAR,Birmingham International Airport,GB,Birmingham,BHX
54.65750122,-6.215829849,LAR,Belfast International Airport,GB,Belfast,BFS
12.00419998,-61.78620148,MED,Point Salines International Airport,GD,Saint George's,GND
41.6692009,44.95470047,LAR,Tbilisi International Airport,GE,Tbilisi,TBS
4.819809914,-52.36040115,MED,Cayenne-Rochambeau Airport,GF,Cayenne / Rochambeau,CAY
49.43500137,-2.601969957,MED,Guernsey Airport,GG,Saint Peter Port,GCI
49.706104,-2.21472,MED,Alderney Airport,GG,Saint Anne,ACI
36.15119934,-5.34965992,MED,Gibraltar Airport,GI,Gibraltar,GIB
64.19090271,-51.67810059,MED,Godthaab / Nuuk Airport,GL,Nuuk,GOH
13.3380003,-16.6522007,MED,Banjul International Airport,GM,Banjul,BJL
9.57689,-13.612,MED,Conakry International Airport,GN,Conakry,CKY
16.265301,-61.531799,LAR,Pointe-a -Pitre Le Raizet,GP,Pointe-a -Pitre,PTP
3.755270004,8.708720207,MED,Malabo Airport,GQ,Malabo,SSG
36.40539932,28.08620071,MED,Diagoras Airport,GR,Rodes Island,RHO
37.68999863,26.9116993,MED,Samos Airport,GR,Samos Island,SMI
37.43510056,25.34810066,MED,Mikonos Airport,GR,Mykonos Island,JMK
40.85589981,25.95630074,MED,Dimokritos Airport,GR,Alexandroupolis,AXD
37.93640137,23.94449997,LAR,Eleftherios Venizelos International Airport,GR,Athens,ATH
14.5833,-90.527496,LAR,La Aurora Airport,GT,Guatemala City,GUA
11.89480019,-15.65369987,MED,Osvaldo Vieira International Airport,GW,Bissau,OXB
6.498549938,-58.2541008,MED,Cheddi Jagan International Airport,GY,Georgetown,GEO
22.308901,113.915001,LAR,Hong Kong International Airport,HK,Hong Kong,HKG
42.56140137,18.26819992,MED,Dubrovnik Airport,HR,Dubrovnik,DBV
45.74290085,16.06879997,LAR,Zagreb Airport,HR,Zagreb,ZAG
18.57999992,-72.29250336,MED,Toussaint Louverture International Airport,HT,Port-au-Prince,PAP
19.93359947,-72.84860229,MED,Port-de-Paix Airport,HT,Port-de-Paix,PAX
47.42976,19.261093,LAR,Budapest Liszt Ferenc International Airport,HU,Budapest,BUD
-6.266610146,106.8909988,MED,Halim Perdanakusuma International Airport,ID,Jakarta,HLP
-6.12556982,106.6559982,LAR,Soekarno-Hatta International Airport,ID,Jakarta,CGK
52.18719864,-7.086959839,MED,Waterford Airport,IE,Waterford,WAT
53.91030121,-8.818490028,MED,Ireland West Knock Airport,IE,Charleston,NOC
53.421299,-6.27007,LAR,Dublin Airport,IE,Dublin,DUB
32.11470032,34.78219986,MED,Sde Dov Airport,IL,Tel Aviv,SDV
32.01139832,34.88669968,LAR,Ben Gurion International Airport,IL,Tel Aviv,TLV
54.08330154,-4.623889923,MED,Isle of Man Airport,IM,Castletown,IOM
22.8132,86.1688,MED,Sonari Airport,IN,Jamshedpur,IXW
11.968,79.812,MED,Pondicherry Airport,IN,Pondicherry,PNY
32.233611,75.634444,MED,Pathankot Airport,IN,Pathankot,IXP
20.119101,73.912903,MED,Nashik Airport,IN,Nasik,ISK
26.601473,74.814147,MED,Kishangarh Airport,IN,Ajmer,KQH
23.6225,87.243,MED,Kazi Nazrul Islam Airport,IN,Durgapur,RDP
26.404301,80.410103,MED,Kanpur Airport,IN,Kanpur,KNU
26.8242,75.812202,MED,Jaipur International Airport,IN,Jaipur,JAI
21.9884,82.111,MED,Bilaspur Airport,IN,Bilaspur,PAB
11.64120007,92.72969818,MED,Vir Savarkar International Airport,IN,Port Blair,IXZ
25.45240021,82.85929871,MED,Lal Bahadur Shastri Airport,IN,Varanasi,VNS
22.336201,73.226303,MED,Vadodara Airport,IN,Vadodara,BDQ
24.61770058,73.89610291,MED,Maharana Pratap Airport,IN,Udaipur,UDR
10.76539993,78.70970154,MED,Tiruchirapally Civil Airport Airport,IN,Tiruchirappally,TRZ
33.98709869,74.77420044,MED,Sheikh ul Alam Airport,IN,Srinagar,SXR
24.91290092,92.97869873,MED,Silchar Airport,IN,Silchar,IXS
25.70359993,91.97869873,MED,Shillong Airport,IN,Shillong,SHL
23.07719994,72.63469696,MED,Sardar Vallabhbhai Patel International Airport,IN,Ahmedabad,AMD
22.30920029,70.77950287,MED,Rajkot Airport,IN,Rajkot,RAJ
18.58209991,73.91970062,MED,Pune Airport,IN,Pune,PNQ
21.64870071,69.65720367,MED,Porbandar Airport,IN,Porbandar,PBD
19.18330002,77.3167038,MED,Nanded Airport,IN,Nanded,NDC
12.9612999,74.89009857,MED,Mangalore International Airport,IN,Mangalore,IXE
9.83450985,78.09339905,MED,Madurai Airport,IN,Madurai,IXM
26.10610008,91.58589935,MED,Lokpriya Gopinath Bordoloi International Airport,IN,Guwahati,GAU
25.59129906,85.08799744,MED,Lok Nayak Jayaprakash Airport,IN,Patna,PAT
23.84059906,92.61969757,MED,Lengpui Airport,IN,Aizawl,AJL
34.13589859,77.54650116,MED,Leh Kushok Bakula Rimpochee Airport,IN,Leh,IXL
25.16020012,75.84559631,MED,Kota Airport,IN,Kota,KTU
30.189699,78.180298,MED,Dehradun Airport,IN,Dehradun,DED
26.25110054,73.04889679,MED,Jodhpur Airport,IN,Jodhpur,JDH
32.68909836,74.83740234,MED,Jammu Airport,IN,Jammu,IXJ
24.76000023,93.896698,MED,Imphal Airport,IN,Imphal,IMF
26.29330063,78.22779846,MED,Gwalior Airport,IN,Gwalior,GWL
21.09219933,79.04720306,MED,Dr. Babasaheb Ambedkar International Airport,IN,Naqpur,NAG
22.72179985,75.80110168,MED,Devi Ahilyabai Holkar Airport,IN,Indore,IDR
11.02999973,77.04340363,MED,Coimbatore International Airport,IN,Coimbatore,CJB
30.67350006,76.78849792,MED,Chandigarh Airport,IN,Chandigarh,IXC
23.31430054,85.32170105,MED,Birsa Munda Airport,IN,Ranchi,IXR
20.24440002,85.81780243,MED,Biju Patnaik Airport,IN,Bhubaneswar,BBI
23.28779984,69.67019653,MED,Bhuj Airport,IN,Bhuj,BHJ
23.28750038,77.33740234,MED,Raja Bhoj International Airport,IN,Bhopal,BHO
17.4531002,78.46759796,MED,Begumpet Airport,IN,Hyderabad,BPM
19.86269951,75.39810181,MED,Aurangabad Airport,IN,Aurangabad,IXU
26.76059914,80.88929749,MED,Chaudhary Charan Singh International Airport,IN,Lucknow,LKO
25.44009972,81.73390198,MED,Allahabad Airport,IN,Allahabad,IXD
23.88699913,91.24040222,MED,Agartala Airport,IN,Agartala,IXA
13.1979,77.706299,LAR,Kempegowda International Airport,IN,Bangalore,BLR
8.48211956,76.92009735,LAR,Trivandrum International Airport,IN,Thiruvananthapuram,TRV
31.70960045,74.79730225,LAR,Sri Guru Ram Dass Jee International Airport,IN,Amritsar,ATQ
17.23131752,78.42985535,LAR,Rajiv Gandhi International Airport,IN,Hyderabad,HYD
22.65469933,88.44670105,LAR,Netaji Subhash Chandra Bose International Airport,IN,Kolkata,CCU
28.5665,77.103104,LAR,Indira Gandhi International Airport,IN,New Delhi,DEL
15.38080025,73.83139801,LAR,Dabolim Airport,IN,Vasco da Gama,GOI
10.152,76.401901,LAR,Cochin International Airport,IN,Kochi,COK
19.08869934,72.86789703,LAR,Chhatrapati Shivaji International Airport,IN,Mumbai,BOM
12.99000549,80.16929626,LAR,Chennai International Airport,IN,Chennai,MAA
11.13679981,75.95529938,LAR,Calicut International Airport,IN,Calicut,CCJ
-7.31327,72.411102,MED,Diego Garcia Naval Support Facility,IO,Diego Garcia,NKW
33.26250076,44.23460007,LAR,Baghdad International Airport,IQ,Baghdad,BGW
35.68920135,51.31340027,LAR,Mehrabad International Airport,IR,Tehran,THR
35.41609955,51.15219879,LAR,Imam Khomeini International Airport,IR,Tehran,IKA
64.12999725,-21.94059944,MED,Reykjavik Airport,IS,Reykjavik,RKV
63.98500061,-22.60560036,LAR,Keflavik International Airport,IS,Reykjavik,KEF
42.7603,10.2394,MED,Marina Di Campo Airport,IT,Marina  Di Campo,EBA
37.9114,12.488,MED,Vincenzo Florio Airport Trapani-Birgi,IT,Trapani (TP),TPS
40.620399,14.9113,MED,Salerno Costa d'Amalfi Airport,IT,Salerno,QSR
43.256302,11.255,MED,Siena-Ampugnano Airport,IT,Siena,SAY
45.395699,10.8885,LAR,Verona Villafranca Airport,IT,Verona,VRN
45.505299,12.3519,LAR,Venice Marco Polo Airport,IT,Venice,VCE
43.683899,10.3927,LAR,Pisa International Airport,IT,Pisa,PSA
45.6306,8.72811,LAR,Malpensa International Airport,IT,Milan,MXP
45.445099,9.27674,LAR,Milano Linate Airport,IT,Milan,LIN
41.8002778,12.2388889,LAR,Leonardo da Vinci“Fiumicino Airport,IT,Rome,FCO
37.466801,15.0664,LAR,Catania-Fontanarossa Airport,IT,Catania,CTA
38.175999,13.091,LAR,Falconea“Borsellino Airport,IT,Palermo,PMO
39.251499,9.05428,LAR,Cagliari Elmas Airport,IT,Cagliari,CAG
41.7994,12.5949,LAR,Ciampinoa“G. B. Pastine International Airport,IT,Rome,CIA
49.207901,-2.195509911,MED,Jersey Airport,JE,Saint Helier,JER
17.93569946,-76.78749847,LAR,Norman Manley International Airport,JM,Kingston,KIN
31.97270012,35.99160004,MED,Amman-Marka International Airport,JO,Amman,ADJ
31.72260094,35.99319839,LAR,Queen Alia International Airport,JO,Amman,AMM
24.396389,124.245,MED,New Ishigaki Airport,JP,Ishigaki,ISG
42.07170105,139.4329987,MED,Okushiri Airport,JP,Okushiri Island,OIR
36.18109894,133.3249969,MED,Oki Airport,JP,Okinoshima,OKI
34.75690079,133.8549957,MED,Okayama Airport,JP,Okayama City,OKJ
40.19189835,140.3710022,MED,Odate Noshiro Airport,JP,Odate,ONJ
30.60510063,130.9909973,MED,New Tanegashima Airport,JP,Tanegashima,TNE
32.91690063,129.9140015,MED,Nagasaki Airport,JP,Nagasaki,NGS
31.87719917,131.4490051,MED,Miyazaki Airport,JP,Miyazaki,KMI
24.78280067,125.2949982,MED,Miyako Airport,JP,Miyako City,MMY
34.07360077,139.5599976,MED,Miyakejima Airport,JP,Miyakejima,MYE
33.82720184,132.6999969,MED,Matsuyama Airport,JP,Matsuyama,MYJ
36.16680145,137.9230042,MED,Matsumoto Airport,JP,Matsumoto,MMJ
36.39459991,136.4069977,MED,Komatsu Airport,JP,Kanazawa,KMQ
34.67639923,131.7899933,MED,Iwami Airport,JP,Masuda,IWJ
33.74900055,129.7850037,MED,Iki Airport,JP,Iki,IKI
34.43610001,132.9190063,MED,Hiroshima Airport,JP,Hiroshima,HIJ
41.77000046,140.8220062,MED,Hakodate Airport,JP,Hakodate,HKD
33.11500168,139.7859955,MED,Hachijojima Airport,JP,Hachijojima,HAC
37.22740173,140.4309998,MED,Fukushima Airport,JP,Sukagawa,FKS
39.61560059,140.2189941,MED,Akita Airport,JP,Akita,AXT
35.552299,139.779999,LAR,Tokyo Haneda International Airport,JP,Tokyo,HND
34.78549957,135.4380035,LAR,Osaka International Airport,JP,Osaka,ITM
42.77519989,141.6920013,LAR,New Chitose Airport,JP,Chitose / Tomakomai,CTS
35.76470184,140.3860016,LAR,Narita International Airport,JP,Tokyo,NRT
34.4272995,135.2440033,LAR,Kansai International Airport,JP,Osaka,KIX
31.80340004,130.7189941,LAR,Kagoshima Airport,JP,Kagoshima,KOJ
33.58589935,130.451004,LAR,Fukuoka Airport,JP,Fukuoka,FUK
-1.321720004,36.81480026,MED,Nairobi Wilson Airport,KE,Nairobi,WIL
-4.034830093,39.59420013,LAR,Mombasa Moi International Airport,KE,Mombasa,MBA
-1.319239974,36.92779922,LAR,Jomo Kenyatta International Airport,KE,Nairobi,NBO
43.06129837,74.4776001,LAR,Manas International Airport,KG,Bishkek,FRU
13.53190041,106.0149994,MED,Stung Treng Airport,KH,Stung Treng,TNX
11.54660034,104.8440018,LAR,Phnom Penh International Airport,KH,Phnom Penh,PNH
1.381639957,173.1470032,MED,Bonriki International Airport,KI,Tarawa,TRW
-11.5337,43.2719,MED,Prince Said Ibrahim International Airport,KM,Moroni,HAH
17.31119919,-62.71870041,MED,Robert L. Bradshaw International Airport,KN,Basseterre,SKB
39.224098,125.669998,MED,Pyongyang Sunan International Airport,KP,Pyongyang,FNJ
41.428538,129.647555,MED,Orang Airport,KP,Hoemun-ri,RGO
36.630373,128.34971,MED,Yecheon Airbase,KR,Yecheon-ri,YEC
33.39960098,126.711998,MED,Jeongseok Airport,KR,Jeju Island,JDG
33.51129913,126.4929962,LAR,Jeju International Airport,KR,Jeju City,CJU
37.46910095,126.4509964,LAR,Incheon International Airport,KR,Seoul,ICN
37.5583,126.791,LAR,Gimpo International Airport,KR,Seoul,GMP
35.17950058,128.9380035,LAR,Gimhae International Airport,KR,Busan,PUS
29.22660065,47.96889877,LAR,Kuwait International Airport,KW,Kuwait City,KWI
19.68700027,-79.88279724,MED,Gerrard Smith International Airport,KY,Cayman Brac,CYB
19.660161,-80.088826,MED,Edward Bodden Airfield,KY,Little Cayman,LYB
19.2928009,-81.35769653,LAR,Owen Roberts International Airport,KY,Georgetown,GCM
49.67079926,73.33439636,LAR,Sary-Arka Airport,KZ,Karaganda,KGF
51.02220154,71.46690369,LAR,Astana International Airport,KZ,Astana,TSE
43.35210037,77.04049683,LAR,Almaty Airport,KZ,Almaty,ALA
17.98830032,102.5630035,MED,Wattay International Airport,LA,Vientiane,VTE
33.82089996,35.48839951,LAR,Beirut Rafic Hariri International Airport,LB,Beirut,BEY
14.0202,-60.992901,MED,George F. L. Charles Airport,LC,Castries,SLU
6.821990013,79.88619995,MED,Colombo Ratmalana Airport,LK,Colombo,RML
5.99368,80.32029724,MED,Koggala Airport,LK,Galle,KCT
7.180759907,79.88410187,LAR,Bandaranaike International Colombo Airport,LK,Colombo,CMB
6.289060116,-10.75870037,MED,Spriggs Payne Airport,LR,Monrovia,MLW
6.23379,-10.3623,LAR,Roberts International Airport,LR,Monrovia,ROB
-29.46229935,27.55249977,MED,Moshoeshoe I International Airport,LS,Maseru,MSU
54.634102,25.285801,LAR,Vilnius International Airport,LT,Vilnius,VNO
49.6233333,6.2044444,LAR,Luxembourg-Findel International Airport,LU,Luxembourg,LUX
56.92359924,23.97109985,LAR,Riga International Airport,LV,Riga,RIX
32.89410019,13.27600002,MED,Mitiga Airport,LY,Tripoli,MJI
32.09680176,20.26950073,MED,Benina International Airport,LY,Benghazi,BEN
32.66350174,13.1590004,LAR,Tripoli International Airport,LY,Tripoli,TIP
33.36750031,-7.589970112,LAR,Mohammed V International Airport,MA,Casablanca,CMN
42.359402,19.2519,LAR,Podgorica Airport,ME,Podgorica,TGD
-18.7969,47.478802,LAR,Ivato Airport,MG,Antananarivo,TNR
7.064760208,171.2720032,MED,Marshall Islands International Airport,MH,Majuro Atoll,MAJ
41.961601,21.621401,LAR,Skopje Alexander the Great Airport,MK,Skopje,SKP
16.73049927,-3.007580042,MED,Timbuktu Airport,ML,Timbuktu,TOM
12.5335,-7.94994,LAR,Modibo Keita International Airport,ML,Bamako,BKO
16.90730095,96.1332016,LAR,Yangon International Airport,MM,Yangon,RGN
21.70219994,95.97789764,LAR,Mandalay International Airport,MM,Mandalay,MDL
47.843102,106.766998,LAR,Chinggis Khaan International Airport,MN,Ulan Bator,ULN
22.149599,113.592003,LAR,Macau International Airport,MO,Macau,MFM
15.119,145.729004,MED,Saipan International Airport,MP,Saipan Island,SPN
18.31,-15.9697222,LAR,Nouakchottâ€“Oumtounsy International Airport,MR,Nouakchott,NKC
16.79140091,-62.19329834,MED,John A. Osborne Airport,MS,Gerald's Park,MNI
35.857498,14.4775,LAR,Malta International Airport,MT,Valletta,MLA
-19.7577,63.361,MED,Sir Charles Gaetan Duval Airport,MU,Port Mathurin,RRG
-20.430201,57.683601,LAR,Sir Seewoosagur Ramgoolam International Airport,MU,Port Louis,MRU
3.470555556,72.83583333,MED,Villa Airport,MV,Maamigili,VAM
-0.693342,73.155602,MED,Gan International Airport,MV,Gan,GAN
-13.7894001,33.78099823,MED,Lilongwe International Airport,MW,Lilongwe,LLW
28.70289993,-105.9649963,MED,General Roberto Fierro Villalobos International Airport,MX,Chihuahua,CUU
20.6413002,-88.44619751,MED,Chichen Itza International Airport,MX,Chichen Itza,CZA
19.4363,-99.072098,LAR,Licenciado Benito Juarez International Airport,MX,Mexico City,MEX
23.15180016,-109.7210007,LAR,Los Cabos International Airport,MX,San Jose del Cabo,SJD
25.7784996,-100.1070023,LAR,General Mariano Escobedo International Airport,MX,Monterrey,MTY
29.09589958,-111.0479965,LAR,General Ignacio P. Garcia International Airport,MX,Hermosillo,HMO
20.68009949,-105.2539978,LAR,Licenciado Gustavo Da­az Ordaz International Airport,MX,Puerto Vallarta,PVR
16.75709915,-99.7539978,LAR,General Juan N Alvarez International Airport,MX,Acapulco,ACA
2.745579958,101.7099991,LAR,Kuala Lumpur International Airport,MY,Kuala Lumpur,KUL
-25.920799,32.572601,LAR,Maputo Airport,MZ,Maputo,MPM
-22.61219978,17.08040047,MED,Eros Airport,NA,Windhoek,ERS
-22.4799,17.4709,LAR,Hosea Kutako International Airport,NA,Windhoek,WDH
13.4815,2.18361,LAR,Diori Hamani International Airport,NE,Niamey,NIM
9.006790161,7.263169765,LAR,Nnamdi Azikiwe International Airport,NG,Abuja,ABV
6.577370167,3.321160078,LAR,Murtala Muhammed International Airport,NG,Lagos,LOS
12.14150047,-86.16819763,MED,Augusto C. Sandino (Managua) International Airport,NI,Managua,MGA
51.956902,4.43722,MED,Rotterdam The Hague Airport,NL,Rotterdam,RTM
52.308601,4.76389,LAR,Amsterdam Airport Schiphol,NL,Amsterdam,AMS
59.378817,10.785439,MED,Moss Airport Rygge,NO,Oslo,RYG
60.19390106,11.10039997,LAR,Oslo Gardermoen Airport,NO,Oslo,OSL
26.70879936,85.92240143,MED,Janakpur Airport,NP,Janakpur,JKR
27.6966,85.3591,LAR,Tribhuvan International Airport,NP,Kathmandu,KTM
-0.547458,166.919006,MED,Nauru International Airport,NR,Yaren District,INU
-19.07903099,-169.9255981,MED,Niue International Airport,NU,Alofi,IUE
-45.02109909,168.7389984,MED,Queenstown International Airport,NZ,Queenstown,ZQN
-39.00859833,174.1790009,MED,New Plymouth Airport,NZ,New Plymouth,NPL
-39.465801,176.869995,MED,Hawke's Bay Airport,NZ,Napier,NPE
-37.86669922,175.3320007,MED,Hamilton International Airport,NZ,Hamilton,HLZ
-45.92810059,170.197998,MED,Dunedin Airport,NZ,Dunedin,DUD
-41.32720184,174.8049927,LAR,Wellington International Airport,NZ,Wellington,WLG
-43.48939896,172.5319977,LAR,Christchurch International Airport,NZ,Christchurch,CHC
-37.0080986,174.7920074,LAR,Auckland International Airport,NZ,Auckland,AKL
23.59329987,58.28440094,LAR,Muscat International Airport,OM,Muscat,MCT
8.085599899,-80.94529724,MED,Ruben Cantu Airport,PA,Santiago,SYP
-13.53569984,-71.938797,LAR,Alejandro Velasco Astete International Airport,PE,Cusco,CUZ
-17.553699,-149.606995,LAR,Faa'a International Airport,PF,Papeete,PPT
-9.443380356,147.2200012,LAR,Port Moresby Jacksons International Airport,PG,Port Moresby,POM
12.36149979,121.0469971,MED,San Jose Airport,PH,San Jose,SJI
10.76599979,121.9329987,MED,Evelio Javier Airport,PH,San Jose,EUQ
14.5086,121.019997,LAR,Ninoy Aquino International Airport,PH,Manila,MNL
27.72200012,68.79170227,MED,Sukkur Airport,PK,Mirpur Khas,SKZ
30.25139999,66.93779755,MED,Quetta International Airport,PK,Quetta,UET
33.9939003,71.51460266,MED,Peshawar International Airport,PK,Peshawar,PEW
26.2194,68.390099,MED,Shaheed Benazirabad Airport,PK,Nawabashah,WNS
34.3390007,73.50859833,MED,Muzaffarabad Airport,PK,Muzaffarabad,MFG
30.20319939,71.4190979,MED,Multan International Airport,PK,Multan,MUX
27.33519936,68.14309692,MED,Moenjodaro Airport,PK,Moenjodaro,MJD
24.9065,67.160797,MED,Jinnah International Airport,PK,Karachi,KHI
31.36499977,72.99479675,MED,Faisalabad International Airport,PK,Faisalabad,LYP
31.52160072,74.4036026,MED,Alama Iqbal International Airport,PK,Lahore,LHE
32.53555679,74.3638916,LAR,Sialkot Airport,PK,Sialkot,SKT
33.560713,72.851613,LAR,New Islamabad International Airport,PK,Islamabad,ISB
52.451099,20.6518,LAR,Modlin Airport,PL,Warsaw,WMI
52.16569901,20.96710014,LAR,Warsaw Chopin Airport,PL,Warsaw,WAW
46.76290131,-56.17309952,MED,St Pierre Airport,PM,Saint-Pierre,FSP
18.45680046,-66.09809875,MED,Fernando Luis Ribas Dominicci Airport,PR,San Juan,SIG
18.43939972,-66.00180054,LAR,Luis Munoz Marin International Airport,PR,San Juan,SJU
39.09220123,-28.02980042,MED,Graciosa Airport,PT,Santa Cruz da Graciosa,GRW
39.45529938,-31.13139915,MED,Flores Airport,PT,Santa Cruz das Flores,FLW
38.7813,-9.13592,LAR,Humberto Delgado Airport (Lisbon Portela Airport),PT,Lisbon,LIS
7.36731,134.544236,MED,Babelthuap Airport,PW,Babelthuap Island,ROR
-26.881224,-58.318026,MED,Carlos Miguel Gimenez Airport,PY,Pilar,PIL
-27.370554,-56.854064,MED,Juan De Ayolas Airport,PY,Ayolas,AYO
-25.454516,-54.842682,MED,Guarani International Airport,PY,Ciudad del Este,AGT
25.261101,51.565102,MED,Doha International Airport,QA,Doha,DIA
25.273056,51.608056,LAR,Hamad International Airport,QA,Doha,DOH
-20.88710022,55.51029968,MED,Roland Garros Airport,RE,St Denis,RUN
-21.32089996,55.42499924,MED,Pierrefonds Airport,RE,St Pierre,ZSE
44.50320053,26.10210037,MED,BÄƒneasa International Airport,RO,Bucharest,BBU
